date,year,type,country,state,activity,sex,age,injury,species,source
2013-08-11,2013,Unprovoked,Usa,South Carolina,Board activities/sports,M,10,"No injury, shark became entangled in his surfboard leash",Bull Shark,"Post and Courier, 8/11/2013"
2013-08-08,2013,Unprovoked,South Africa,,Swimming activities/sports,M,,"Unknown, but survived",Black Shark,"WebProNews/Science, 8/8/2013"
2013-07-28,2013,Unprovoked,Bahamas,Abaco Islands,Other,M,40,Leg bitten,Other,"CBS Miami, 8/1/2013"
2013-07-28,2013,Unprovoked,Bahamas,Exuma Islands,Other,M,64,Bitten on left hand,Other,"Tribune 242, 7/28/2013"
2013-07-28,2013,Unprovoked,Bahamas,Abaco Islands,Swimming activities/sports,M,50,Bitten on rear lower extremities,Other,"News Channel 5, 7/28/2013"
2013-07-19,2013,Unprovoked,Usa,Alabama,Board activities/sports,F,50,Lacerations and abrasions to foot and ankle,Other,"A. Brenneka, Shark Attack Survivors; L. Havrylkoff"
2013-07-17,2013,Unprovoked,Usa,Florida,Swimming activities/sports,M,teen,4 cuts to posterior calf,Other,"Florida Today, 7/17/2013"
2013-07-15,2013,Unprovoked,Reunion,Saint-Paul,Swimming activities/sports,F,15,FATAL,Other,"Clicanoo, 7/15/2013"
2013-07-14,2013,Unprovoked,Diego Garcia,,Swimming activities/sports,M,33,FATAL,Other,"Sun Star, 7/18/2013"
2013-07-11,2013,Unprovoked,Usa,North Carolina,Other,F,63,Right foot bitten,Other,"C. Creswell, GSAF, WWAY-TV, 7/12/2013"
2013-07-07,2013,Unconfirmed,Spain,Catalonia,Swimming activities/sports,M,48,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",Other,"DH.be, 7/11/2013"
2013-07-02,2013,Unprovoked,Australia,Victoria,Board activities/sports,M,29,"No injury, holes in wetsuit ",Other,"Herald Sun, 7/3/2013"
2013-06-30,2013,Unprovoked,Taiwan,Taitung ,Other,M,,Right thigh bitten,Other,"China Post, 7/1/2013"
2013-06-27,2013,Unconfirmed,Jamaica,Kingston Parish,Other,M,20,Probable drowning with post-mortem bites,Other,Shark Attack Survivors
2013-06-25,2013,Exogens,Usa,California,Board activities/sports,M,,"No injury, kayak scratched",White Shark,R. Collier
2013-06-25,2013,Unprovoked,Usa,Florida,Swimming activities/sports,M,,Lacerations to left foot,Bull Shark,"Action News, 7/25/2013"
2013-06-25,2013,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,14,"Bitten on lower right leg, reported as a minor injury",Other,"C. Creswell, GSAF"
2013-06-18,2013,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,28,Right thigh & calf bitten,Tiger Shark,"Hawaii News Now, 6/18/2013"
2013-06-17,2013,Unprovoked,Usa,Texas,Swimming activities/sports,M,15,Left leg & hand bitten,Other,"ABC News, 6/18/2013"
2013-06-16,2013,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,,Lacerations to knee,Other,"Dispatch Online, 6/19/2013"
2013-06-15,2013,Unprovoked,Usa,Florida,Board activities/sports,F,,Lacerations to left ankle,Other,"ActionNewsJax.com, 6/15/2013"
2013-06-14,2013,Unprovoked,Usa,South Carolina,Board activities/sports,F,10,Puncture marks to hand,Other,"WMBF News, 6/14/2013"
2013-06-06,2013,Provoked,Usa,Florida,Fishing activities,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,Lemon Shark,"CBS Miami, 6/6/2013"
2013-06-06,2013,Unprovoked,Australia,New South Wales,Board activities/sports,M,,"No injury, board damaged",Other,"A. Brenneka, Shark Attack Survivors"
2013-05-27,2013,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,32,Lacerations to right hand,Other,"A. Brenneka, Shark Attack Survivors"
2013-05-27,2013,Unprovoked,Usa,Florida,Swimming activities/sports,M,11,Right foot bitten,Other,"Fox News, 5/28/2013"
2013-05-23,2013,Unprovoked,Brazil,Pernambuco,Other,M,41,FATAL,Other,"JC Online, 6/6/2013"
2013-05-23,2013,Provoked,Palestina,,Other,M,30,Two fingers lost PROVOKED INCIDENT,Other,"Ma'an News Agency, 5/25/2013"
2014-05-14,2013,Unprovoked,Ecuador,Santa Cruz Island,Board activities/sports,M,29,Superficial injury to left calf,Other,"El Universo, 5/16/2013"
2013-05-08,2013,Unconfirmed,Usa,California,Board activities/sports,M,42,Shark bites were post-mortem,Other,"Sacramento Bee, 6/4/2013"
2013-05-08,2013,Unprovoked,Reunion,Saint-Gilles,Board activities/sports,M,36,FATAL,Bull Shark,A. Morel
2013-05-04,2013,Unprovoked,Usa,Florida,Board activities/sports,M,16,Lacerations to left foot and ankle,Other,"Local News 10, 5/5/2013"
2013-04-28,2013,Provoked,Australia,New South Wales,Other,M,,Foot bitten by landed shark PROVOKED INCIDENT,Other,"Coffs Coast Advocate, 5/4/2013"
2013-04-24,2013,Unprovoked,Mexico,Quintana Roo,Swimming activities/sports,F,34,Avulsion injury  to lower right leg,Tiger Shark,"I. Carchia; A. Brenneka, Shark Attack Survivors;  Novedades 4/24/2013"
2013-04-21,2013,Unprovoked,Australia,New South Wales,Other,M,51,Puncture wounds and lacerations to both legs,Other,"7NewsSydney, 4/22/2013"
2013-04-17,2013,Unprovoked,Usa,Florida,Board activities/sports,M,9,Lacerations to right foot,Other,"News Channel 5, 4/18/2013"
2013-04-14,2013,Unprovoked,South Africa,Western Cape Province,Swimming activities/sports,M,,"""Light scratch on hand/wrist area""",Other,"Cape Argus, 4/16/2013"
2013-04-13,2013,Unprovoked,Usa,Florida,Board activities/sports,M,21,Minor lacerations to right hand,Bull Shark,"News13, 4/14/2013"
2013-04-13,2013,Unprovoked,Guam,,Other,M,40,FATAL,Other,"Pacific News Center, 4/15/2013"
2013-04-10,2013,Unprovoked,French Polynesia,Tuamotus,Board activities/sports,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",Black Shark,N. Eitel
2013-04-04,2013,Unprovoked,Usa,Florida,Swimming activities/sports,M,50,Lacerations to hand,Other,"A. Brenneka, Shark Attack Survivors;     TC Palm, 4/7/2013"
2013-04-02,2013,Unconfirmed,Australia,Western Australia,Other,M,24,Disappeared. No evidence that he was taken by a shark,Other,"WA Today, 4/4/2013"
2013-04-02,2013,Unprovoked,Usa,Hawaii,Board activities/sports,M,58,Right thigh bitten,Other,"Maui Now, 4/2/2013"
2013-03-31,2013,Unconfirmed,Australia,New South Wales,Board activities/sports,M,47,Never happened; it was a  hoax,Other,"Limelight Magazine, 4/1/2013"
2013-03-29,2013,Unprovoked,Seychelles,,Swimming activities/sports,M,34,Lacerations to left foot,Other,"E. Ritter, GSAF"
2013-03-21,2013,Unprovoked,Belize,,Swimming activities/sports,F,,Toe injured,Other,"H. Fairchild, The Lantern, 3/21/2013"
2013-03-21,2013,Unprovoked,Bahamas,Eleuthera,Other,M,50,Left foot bitten,Other,"13wham.com, 3/22/2013"
2013-03-16,2013,Provoked,South Africa,Western Cape Province,Other,M,30,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,Other,National Sea Rescue Institute
2013-03-16,2013,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,,"No injury, surfboard bitten",Other,"Cape Times, 3/19/2013"
2013-03-12,2013,Unprovoked,Jamaica,St. Catherine,Other,M,68,FATAL,Tiger Shark,"R. Turner & A. Williams, Jamaica Star, 3/13/2013 "
2013-03-10,2013,Unprovoked,Australia,Western Australia,Other,M,28,Laceration to left hand,Bronze Shark,"The West Australian, 3/13/2013"
2013-03-10,2013,Unprovoked,Philippines,Palawan,Swimming activities/sports,M,28 & 26,Minor leg injuries,Other,"E. Badilla, InterAksyon.com, 3/15/2013"
2013-03-03,2013,Unprovoked,South Africa,Eastern Cape Province,Swimming activities/sports,M,39,Injuries to arms & hands,Other,"Daily Dispatch, 3/4/2013"
2013-02-27,2013,Unprovoked,New Zealand,North Island,Swimming activities/sports,M,46,FATAL,White Shark,"New Zealand Herald, 2/27/2013"
2013-02-21,2013,Unprovoked,Usa,Hawaii,Board activities/sports,,,Lacerations to right leg,Other,Hawaiisharks.com
2013-02-21,2013,Unprovoked,Usa,Hawaii,Board activities/sports,M,,"No injury, shark bit rail of foam board",Other,Hawaiisharks.com
2013-02-10,2013,Unprovoked,Usa,Florida,Board activities/sports,M,16,Lacerations to right hand,Black Shark,"Palm Beach Post, 2/12/2013"
2013-02-09,2013,Unprovoked,French Polynesia,Society Islands,Swimming activities/sports,M,48,Lacerations to right arm & thigh,Lemon Shark,"A. Brenneka, Shark Attack Survivors;   Les Nouvelles Caledoniennes, 2/21/2013"
2013-02-01,2013,Unprovoked,Jamaica,Kingston Parish,Other,M,18,Knee bitten,Other,"The Gleaner, 2/1/2013"
2013-01-26,2013,Exogens,Australia,Victoria,Other,M,,"No injury to occupants, shark bit propeller",White Shark,"7NewsMelbourne, 1/28/2013"
2013-01-25,2013,Unprovoked,Australia,Queensland,Board activities/sports,M,,Lacerations to neck,Other,sharkattackfile.info
2013-01-21,2013,Unconfirmed,Australia,Queensland,Fishing activities,M,62,"No injury, a 3 m blue shark merely snapped at the man.",Other,"The Guardian, 1/21/2013"
2013-01-16,2013,Unprovoked,Usa,Hawaii,Board activities/sports,M,43,Left forearm bitten ,Tiger Shark,"Hawaii 24/7, 1/16/2013"
2013-01-13,2013,Unprovoked,New Zealand,Mercury Islands,Other,M,,Minor cut on finger,Bronze Shark,"Bay of Plenty Times, 1/18/2013"
2013-01-05,2013,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,26,Calf & shin bitten ,Other,"Perth Now, 1/7/2013"
2012-12-31,2012,Unprovoked,Usa,Florida,Swimming activities/sports,M,,Lower leg or ankle bitten,Other,"TC Palm, 12/31/2012"
2012-12-30,2012,Unprovoked,Australia,New South Wales,Board activities/sports,M,23,"No injury, chunk missing from surfboard",Other,"The Daily Telegraph, 12/31/2012"
2012-12-28,2012,Unprovoked,Australia,New South Wales,Board activities/sports,M,29,Lacerations to thigh and hand,Bull Shark,"Port Macqquarie News, 12/28/2012"
2012-12-25,2012,Unprovoked,South Africa,Eastern Cape Province,Swimming activities/sports,M,20,FATAL,Tiger Shark,"SAPA, 12/27/2012"
2012-12-19,2012,Unprovoked,Australia,Western Australia,Board activities/sports,M,32,No injury,Tiger Shark,"The West Ausralian, 12/20/2012"
2012-12-05,2012,Unprovoked,Usa,Hawaii,Board activities/sports,M,60,Lacerations to left foot,Other,"Hawaii News Now, 11/5/2012"
2012-12-02,2012,Unprovoked,Australia,New South Wales,Other,M,31,Minor puncture wounds to knee,Tiger Shark,"ABC News, 12/2/2012"
2012-11-30,2012,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,61,Lacerations to thigh & lower left leg,Tiger Shark,"KHON2, 11/30/2012"
2012-11-27,2012,Unconfirmed,Australia,Queensland,Other,M,20,"Injury to ankle caused  by a stingray, not a shark",Other,"Fraser Coast Chronicle, 11/27/2012"
2012-11-22,2012,Unprovoked,Mexico,Sinaloa,Swimming activities/sports,M,32,FATAL,Other,"El Universal, 11/22/2012"
2012-11-19,2012,Unprovoked,Usa,Florida,Board activities/sports,M,14,Minor lacerations to left foot & heel,Other,"Florida Today, 11/19/2012"
2012-11-04,2012,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,30,Right lower leg and foot bitten,Tiger Shark,"Hawaii News Now, 11/5/2012"
2012-11-04,2012,Unprovoked,Usa,Hawaii,Board activities/sports,M,43,"No injury, surfboard bitten",Tiger Shark,Kaua'i Police Department
2012-10-30,2012,Unprovoked,Usa,California,Board activities/sports,M,25,Multiple lacerations to torso,White Shark,"R. Collier; Redwood Times, 11/5/2012"
2012-10-27,2012,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,51,"Puncture wounds to thigh, defense wounds  to hand",Tiger Shark,"MauiNow.com, 10/28/2012"
2012-10-23,2012,Unprovoked,Usa,California,Board activities/sports,M,39,FATAL,White Shark,R. Collier
2012-10-19,2012,Unprovoked,Usa,Florida,Other,F,35,Left calf bitten,Other,"Brevard Times, 10/19/2012"
2012-10-18,2012,Unprovoked,Usa,Florida,Board activities/sports,M,24,Minor bite to ankle,Other,"WESH.com, 10/18/2012"
2012-10-18,2012,Unprovoked,Usa,Hawaii,Board activities/sports,M,55,"No injury, board bitten",Other,"Maui News, 10/18/2012"
2012-10-16,2012,Unconfirmed,Usa,Florida,Other,M,,Laceration to toe,Other,"WPTV, 10/16/2012"
2012-10-11,2012,Unprovoked,Nigeria,Delta,Playing or floating in the water,F,38,Laceration to right leg,Other,"The Osun Defender, 10/11/2012"
2012-10-10,2012,Unprovoked,Usa,California,Board activities/sports,M,42,"No ijnury to boardrider, shark struck board breaking the mast",Other,R. Collier
2012-10-02,2012,Unprovoked,Australia,Western Australia,Board activities/sports,M,11,"No injury, but swim fin bitten & torn",Other,"The West Australian, 10/4/2012"
2012-09-25,2012,Unprovoked,Usa,Florida,Board activities/sports,M,21,Lacerations to left forearm,Other,"The Examiner, 9/26/2012"
2012-09-24,2012,Unprovoked,Usa,Florida,Board activities/sports,M,22,Left foot bitten,Other,"TC Palm, 9/26/2012"
2012-09-16,2012,Unprovoked,Usa,Florida,Board activities/sports,M,52,Foot bitten,Other,"Florida Today, 9/16/2012"
2012-09-10,2012,Unprovoked,Tonga,Vava'u,Swimming activities/sports,F,29,Injuries to thighs & buttocks,Bull Shark,"Northern Star, 9/13/2012"
2012-09-09,2012,Unprovoked,Usa,Florida,Board activities/sports,,19,Minor injury to elbow,Other,"Daytona Beach News Journal, 9/9/2012"
2012-09-08,2012,Unprovoked,Usa,Florida,Board activities/sports,M,25,Right foot bitten,Other,Shark Attack Survivors
2012-09-08,2012,Unprovoked,Usa,Florida,Swimming activities/sports,M,,Lacerations to right calf,Other,"Miami CBS Local, 9/8/2012"
2012-09-06,2012,Unprovoked,Usa,Florida,Board activities/sports,M,30s,Right calf bitten,Other,"New4Jax,  9/7/2012"
2012-09-06,2012,Unprovoked,Usa,Florida,Board activities/sports,M,37,Lacerations to foot,Other,"WFTV, 9/4/2012"
2012-09-04,2012,Unprovoked,Usa,Florida,Board activities/sports,M,32,Puncture wounds to hand,Other,"WFTV, 9/4/2012"
2012-09-02,2012,Unprovoked,Usa,Florida,Board activities/sports,F,8,Puncture wounds to calf and hand,Other,"WYTV, 9/3/2012"
2012-09-02,2012,Provoked,Usa,Hawaii,Other,,,Minor laceration to hand  PROVOKED INCIDENT,Tiger Shark,HawaiiNow.com
2012-09-02,2012,Unprovoked,Usa,Florida,Board activities/sports,F,56,Puncture wound to left ankle,Other,"WYTV, 9/3/2012"
2012-08-31,2012,Provoked,Scotland,Inner Hebrides,Fishing activities,M,53,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",Other,"The Mirror, 8/31/2012"
2012-08-28,2012,Unprovoked,Australia,Western Australia,Board activities/sports,M,34,Lacerations to torso and arm,Other,"T. Peake, GSAF"
2012-08-26,2012,Unprovoked,Brazil,Pernambuco,Swimming activities/sports,M,18,FATAL,Other,"JC Online, 8/30/2012"
2012-08-15,2012,Unprovoked,Usa,Alabama,Swimming activities/sports,M,31,Lacerations to leg,Other,"Fox 10, 8/17/2012"
2012-08-11,2012,Exogens,Australia,Western Australia,Other,,,"No injury, shark grabbed outboard motor",Other,"Perth Now, 8/11/2012"
2012-08-08,2012,Unprovoked,Usa,Florida,Swimming activities/sports,M,56,Lacerations to little finger of left hand,Lemon Shark,D. Lowe
2012-08-06,2012,Unprovoked,Reunion,Saint Leu,Board activities/sports,M,39,Right hand and foot severed,Bull Shark,"Linfo.re, 8/5/2012"
2012-08-04,2012,Unprovoked,French Polynesia,Tuamotus,Other,M,,Shoulder bitten,Lemon Shark,"A. Brenneka, Shark Attack Survivors; Les Nouvelles calédoniennes, 9/6/2012"
2012-07-31,2012,Unprovoked,Usa,California,Board activities/sports,M,17,"No injury, surfer knocked off board when shark struck surfboard",Other,R. Collier
2012-07-31,2012,Unprovoked,Australia,South Australia,Board activities/sports,M,48,Lacerations to torso & arm,White Shark,"T. Conlin, Adelaide Now, 7/31/2012"
2012-07-30,2012,Unprovoked,Usa,Hawaii,Board activities/sports,M,44,Left foot bitten,Other,"T. LaVenture, The GardenIsland.com"
2012-07-30,2012,Unprovoked,Usa,Massachusetts,Board activities/sports,M,50,Lacerations to both legs below the knees,White Shark,"A. Costellano, ABC News, 7/31/202"
2012-07-24,2012,Unconfirmed,Usa,North Carolina,Other,M,12,Shark involvement unconfirmed,Other,"C. Creswell, GSAF"
2012-07-23,2012,Unprovoked,Reunion,Trois-Bassins,Board activities/sports,M,22,FATAL,Other,"Clicanoo.re, 7/23/20122"
2012-07-21,2012,Unconfirmed,Trinidad & Tobago,Trinidad,Swimming activities/sports,M,24,Probable drowning with post-mortem bite,Other,"Trinidad Express, 8/3/2012"
2012-07-19,2012,Unconfirmed,Canada,British Colombia,Board activities/sports,F,23,"Lacerations to 2 fingers, but shark involvement unconfirmed",Other,"CBC News, 7/23/2012"
2012-07-14,2012,Unprovoked,Australia,Western Australia,Board activities/sports,M,24,FATAL,White Shark,"WA News, 7/15/2012"
2012-07-08,2012,Unprovoked,Usa,North Carolina,Swimming activities/sports,F,43,Lacerations to right ankle and calf,Other,"A. Brenneka, SharkAttackSurvivors.com; T.Fasick"
2012-07-07,2012,Unconfirmed,Australia,Victoria,Swimming activities/sports,F,42,Cause of death was drowning & preceded shark involvement,Other,"Aleks Devic, Herald Sun, 7/11/2012"
2012-07-07,2012,Exogens,Usa,California,Board activities/sports,M,52,"No injury, kayak bitten",Other,R. Collier
2012-07-06,2012,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,29,Lacerattions to left thigh & knee,Other,"NSRI, 7/6/2012"
2012-06-28,2012,Unconfirmed,Croatia,,Swimming activities/sports,,60,"Leg struck. Initally reported as a shark attack, but involved a swordfish",Other,"Il Gazzettino, 6/28/2012"
2012-06-26,2012,Unprovoked,Usa,Florida,Swimming activities/sports,M,6,Thigh bitten,Bull Shark,"WPTV.com, 6/26/2012"
2012-06-26,2012,Unprovoked,Usa,Florida,Board activities/sports,M,26,Nip to left foot,Other,"H. Frederick, Headline Surfer, 6/26/2012"
2012-06-26,2012,Unprovoked,Usa,Hawaii,Playing or floating in the water,F,16,Laceration to left calf,Other,"Hawaii News Now, 6/26/2012"
2012-06-22,2012,Unprovoked,Australia,Tasmania,Board activities/sports,M,,"Knocked off board, shark bit nose off surfboard",Other,J. Barthy
2012-06-22,2012,Unprovoked,Usa,Florida,Swimming activities/sports,M,12,Minor injury,Other,WPTV.com
2012-06-20,2012,Unprovoked,Australia,Western Australia,Board activities/sports,M,62,"No injury, ski severely damaged",Other,"Perth Now, 6/20/2012"
2012-06-19,2012,Unconfirmed,Usa,South Carolina,Playing or floating in the water,M,16,"Laceration to foot. Injured by a stingray, not a shark",Other,C. Creswell
2012-06-18,2012,Unprovoked,Usa,North Carolina,Other,F,6,Numerous puncture wounds to leg ,Other,C. Creswell
2012-06-15,2012,Provoked,Usa,Florida,Other,M,23,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,Other,WSVN-TV
2012-06-14,2012,Unprovoked,Usa,South Carolina,Swimming activities/sports,F,18,Foot & hand bitten,Black Shark,C. Creswell
2012-06-14,2012,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,,Minor injury,Other,C. Creswell
2012-06-14,2012,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,,Calf bitten,Black Shark,C. Creswell
2012-06-14,2012,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,16,Laceration to right foot,Black Shark,C. Creswell
2012-06-12,2012,Unprovoked,Australia,Victoria,Board activities/sports,M,42,Laceration to right foot,Other,"Herald Sun, 6/13/2012"
2012-06-10,2012,Provoked,Italy,Sardinia,Fishing activities,M,57,Lower left leg injured PROVOKED ACCIDENT,Other,"D. Puddo, 6/11/2012"
2012-06-03,2012,Unprovoked,Australia,New South Wales,Board activities/sports,M,30,"No injury, ski bitten",White Shark,"Newcastle Herald, 6/6/2012"
2012-06-02,2012,Unprovoked,Usa,Florida,Board activities/sports,F,12,Laceration to thigh,Other,"J. Horton, West Volusia Bulletin, 6/6/2012"
2012-06-02,2012,Unprovoked,Usa,South Carolina,Board activities/sports,M,25,Severe laceration to foot,Other,C. Creswell
2012-05-31,2012,Unprovoked,Usa,North Carolina,Other,F,33,Foot bitten,Other,C. Creswell
2012-05-29,2012,Unprovoked,Mexico,Guerrero,Swimming activities/sports,M,46,Left hand severed,Bull Shark,"El Sol ee Morelia, 5/30/2012"
2012-05-23,2012,Unprovoked,Usa,Florida,Board activities/sports,M,22,Lacerations to foot,Other,"First Coast News, 5/24/2012"
2012-05-20,2012,Exogens,Usa,Hawaii,Board activities/sports,M,,"No injury, teethmarks in kayak",Tiger Shark,"Hawaii Now, 5/25/2012"
2012-05-16,2012,Unprovoked,Fiji,,Other,M,20,Lacerations to head,Other,"Fiji Times, 5/17/2012"
2012-05-12,2012,Exogens,Usa,California,Board activities/sports,M,30,"No injury, kayaker fell in the water when kayak bitten by a shark",White Shark,R. Collier
2012-05-09,2012,Unprovoked,Usa,Florida,Swimming activities/sports,F,47,Upper left thigh bitten,Other,News Channel 5
2012-05-06,2012,Unprovoked,Usa,California,Board activities/sports,F,15,"No injury, shark bit paddleboard",White Shark,"R. Collier, A. Brenneka"
2012-04-19,2012,Unprovoked,Usa,Florida,Board activities/sports,M,28,Lacerations to hand,Other,"MyFoxOrlando, 4/19/2012"
2012-04-19,2012,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,20,FATAL,White Shark,"News 24, 4/19/2012"
2012-04-11,2012,Exogens,Australia,South Australia,Board activities/sports,M,27,Minor wound to his thigh when shark bit kayak,White Shark,"Adelaide Now, 4/12/2012"
2012-04-03,2012,Unprovoked,Usa,Hawaii,Board activities/sports,M,28,Lacerations to left foot,Tiger Shark,"Hawaii News Now, 4/3/2012"
2012-03-31,2012,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,33,FATAL,White Shark,"Associated Press, 3/31/2012"
2012-03-24,2012,Unprovoked,Usa,Florida,Board activities/sports,M,21,Minor lacerations to foot,Other,"H. Frederick, NSB News, 3/24/2012"
2012-03-22,2012,Exogens,Australia,Western Australia,Other,,,"No injury to occupants. Shark bit propelle, rope & crayfish float",White Shark,"Sydney Morning Herald, 3/22/2012"
2012-03-20,2012,Unprovoked,Australia,Queensland,Board activities/sports,M,20,Lacerations to left calf,Bull Shark,"Courier Mail, 3/20/2012"
2012-03-15,2012,Unprovoked,Usa,Florida,Board activities/sports,M,61,Left forearm bitten,Bull Shark,"WPBF.com, 3/16/2012"
2012-03-14,2012,Unprovoked,Usa,Florida,Board activities/sports,F,15,Bitten on ankle,Other,"C. Graham, Daytona Beach News-Journal, 3/14/2012"
2012-03-14,2012,Unprovoked,Usa,Florida,Board activities/sports,M,17,Bitten on calf,Other,"C. Graham, Daytona Beach News-Journal, 3/14/2012"
2012-03-06,2012,Unprovoked,New Zealand,North Island,Board activities/sports,M,,Lacerations to left calf,Other,"NZ Herald, 3/7/2012"
2012-03-06,2012,Provoked,Australia,Victoria,Swimming activities/sports,F,34,Superficial lacerations to right side of face PROVOKED ACCIDENT,Other,"The Age, 3/6/2012"
2012-03-05,2012,Unprovoked,Reunion,Saint-Benoit,Board activities/sports,M,31,"No injury, board bitten",Other,"Clicanoo, 3/5/2012"
2012-03-04,2012,Unprovoked,Usa,Florida,Board activities/sports,M,19,Lacerations to left calf,Other,Brevard Times
2012-03-03,2012,Unconfirmed,Saudi Arabia,Tabuk Province,Board activities/sports,M,42,Harassed by sharks but not injured by them,Other,"Polskie Radio, 3/5/2012"
2012-03-01,2012,Provoked,Chile,Antofagasta Province,Other,M,,Hand injured PROVOKED INCIDENT,Other,"Soychile.cl, 3/1/2012"
2012-02-26,2012,Provoked,Usa,Florida,Board activities/sports,M,,Laceration to right foot when he struck a shark PROVOKED INCIDENT,Other,"Aspen Daily News, 2/29/2012"
2012-02-25,2012,Unprovoked,Australia,New South Wales,Other,M,,Laceration to left foot,Other,"B. Smee, Newcastle Herald, 2/27/2012"
2012-02-20,2012,Exogens,South Africa,Western Cape Province,Other,,,"No injury to occupants, boat damaged",White Shark,"Cape Argus, 2/21/2012"
2012-02-06,2012,Unprovoked,Australia,Queensland,Board activities/sports,M,29,"No injury, but fin lost from surfboard",Other,"Sunshine Coast Daily, 2/7/2012"
2012-01-27,2012,Unprovoked,Usa,Hawaii,Swimming activities/sports,,,"No injury, shark bit swim fin",Other,HawaiiNow.com
2012-01-19,2012,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,26,Lacerations to right forearm,Tiger Shark,"Sydney Morning Herald, 1/20/2012"
2012-01-22,2012,Unprovoked,Bahamas,,Swimming activities/sports,M,,"No injury, shark grabbed his camera",Tiger Shark,"Evening Chronicle, 1/23/2012"
2012-01-18,2012,Provoked,Taiwan,Taitung ,Other,M,24,Bitten on left thigh     PROVOKED ACCIDENT,Other,Taiwan television
2012-01-18,2012,Unprovoked,Australia,New South Wales,Board activities/sports,M,44,Lacerations to thigh,White Shark,V. Peddemors
2012-01-15,2012,Unprovoked,South Africa,Eastern Cape Province,Swimming activities/sports,M,25,FATAL,Bull Shark,"News 24, 1/15/2012; R. Bonorchis, Bloomberg News, 1/16/2012"
2012-01-13,2012,Unprovoked,Usa,Oregon,Board activities/sports,M,53,"No injury, surfboard damaged",White Shark,R. Collier
2012-01-03,2012,Unprovoked,Australia,New South Wales,Board activities/sports,M,28,Right forearm and wrist injured,Other,"Daily Telegraph, 1/3/2012"
2012-01-02,2012,Unprovoked,Australia,Queensland,Other,M,34,"No injury, punctures to swim fin",Tiger Shark,"A. Brenneka, goldcoast.com.au, 1/3/2012"
2011-12-31,2011,Unprovoked,Usa,Florida,Other,M,,Hand injured,Other,"Palm Beach Post,  12/31/2011"
2011-12-26,2011,Unconfirmed,Antigua,St John's,Swimming activities/sports,M,,Bitten on right hand & wrist,Other,"D. Francis, Caribarena, 12/26/2011"
2011-12-25,2011,Unprovoked,Ecuador,Santa Elena,Board activities/sports,M,23,Lacerations to left thigh and calf,Other,"A. Brenneka, SharkAttackSurvivors.com"
2011-12-23,2011,Unprovoked,Usa,Florida,Board activities/sports,M,27,Laceration to ankle,Other,"Daytona Beach News-Journal, 12/24/2011"
2011-12-21,2011,Provoked,Usa,Hawaii,Other,M,,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",Other,"A. Brenneka, SharkAttackSurvivors.com"
2011-12-21,2011,Exogens,South Africa,Eastern Cape Province,Board activities/sports,M,35,No injury but kayak dented,Other,"Port Elizabeth Herald, 12/22/2011"
2011-12-11,2011,Unprovoked,Australia,New South Wales,Board activities/sports,M,51,5 puncture wounds to thigh,White Shark,"Daily Examiner, 12/11/2011"
2011-12-07,2011,Unconfirmed,South Africa,KwaZulu-Natal,Board activities/sports,M,,"No injury, ski damaged",Other,"Durban Daily News, 12/8/2011"
2011-12-07,2011,Unprovoked,Australia,New South Wales,Board activities/sports,M,14,Minor injuries to left leg ,Other,"The Australian, 12/12/2011"
2011-12-06,2011,Unprovoked,Usa,Oregon,Board activities/sports,F,,Minor injury to calf ,Other,"Seaside Signal, 12/6/2011"
2011-12-05,2011,Unconfirmed,Australia,Queensland,Other,,,Killed by a shark or crocodile.,Other,"H. Beck, Cairns.com, 12/7/2011"
2011-12-02,2011,Unprovoked,Australia,New South Wales,Board activities/sports,M,63,Torn shoulder ligament as result of collision with shark,Other,"Northern Star, 12/3/2011"
2011-11-29,2011,Unprovoked,Indonesia,Bali,Board activities/sports,M,18,Lacerations to right hand,Other,"Daily Telegraph, 11/30/2011"
2011-11-28,2011,Unprovoked,Australia,Queensland,Swimming activities/sports,M,10,Puncture marks to foot,Other,"Sunshire Coast Daily, 12/1/2011 "
