date,year,type,country,state,activity,sex,age,injury,species,source
2006-06-18,2006,Unprovoked,Brazil,Pernambuco,Board activities/sports,M,27,Left thigh bitten FATAL,Other,globalsurfnews.com
2006-06-17,2006,Unprovoked,Usa,California,Swimming activities/sports,M,43,"No injury, shark bit scuba tank boot",Other,R. Collier
2006-06-15,2006,Unprovoked,Usa,Florida,Board activities/sports,M,24,Four 1-inch puncture wounds on left foot ,Other,"S. Petersohn, GSAF"
2006-06-07,2006,Unprovoked,Usa,South Carolina,Playing or floating in the water,F,7,Lacerations & puncture wounds to left foot & buttocks,Other,"C. Creswell, GSAF; Islandpacket.com, 6/7/2006"
2006-06-05,2006,Unprovoked,Australia,South Australia,Board activities/sports,M,40,"No injury, knocked off surfboard",White Shark,"P.Kemp, GSAF; Sunday Mail (Adelaide), 6/11/2006, p.17"
2006-05-31,2006,Unprovoked,Usa,Hawaii,Other,M,26,"4"" laceration to left forearm",Tiger Shark,"P. Immerz; Honolulu Advertiser, 6/1/2006"
2006-05-28,2006,Provoked,Usa,Hawaii,Fishing activities,,,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",Tiger Shark,"Honolulu Advertiser, 5/29/2006"
2006-05-27,2006,Unprovoked,Usa,Hawaii,Board activities/sports,M,31,"No injury, shark bumped surfboard",Other,R. Collier
2006-05-24,2006,Provoked,Usa,Hawaii,Other,M,15,Knee bitten after diver poked shark PROVOKED INCIDENT,Other,"Maui News, 5/26/2006"
2006-05-21,2006,Unprovoked,Brazil,Pernambuco,Board activities/sports,M,33,"Injuries to left thigh, calf & foot",Other,"Avisa Nordland, 5/22/2006"
2006-05-19,2006,Unprovoked,Usa,Guam,Swimming activities/sports,F,30s,Laceration to leg,Tiger Shark,R. Segal
2006-05-05,2006,Unprovoked,Usa,Florida,Other,M,,Small lacerations to arm,Other,"Florida Today, 5/10/2006"
2006-05-04,2006,Unprovoked,Usa,Florida,Swimming activities/sports,F,20s,2 lacerations on lower right leg,Other,"TCPalm.com, 5/4/2006 "
2006-05-02,2006,Provoked,Australia,Queensland,Swimming activities/sports,M,46,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,Other,"Sunshine Coast Daily, 5/4/2006"
2006-04-21,2006,Unprovoked,Usa,Florida,Board activities/sports,M,54,Feet bitten,Other,Local 6 News
2006-04-19,2006,Unprovoked,Usa,Florida,Playing or floating in the water,F,13,3 tiny punctures & small lacerations on right ankle,Other,"Orlando Sentinel, 4/20/2006; Yahoo News;  S. Petersohn"
2006-04-13,2006,Provoked,Usa,Florida,Other,M,35,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,Bull Shark,"Naples News, 4/13/2006"
2006-04-11,2006,Unprovoked,Australia,New South Wales,Board activities/sports,M,15,Minor laceration to left foot,Bronze Shark,"Daily Telegraph, 4/12/2006"
2006-04-09,2006,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,15,Leg bitten,Other,J. Visser
2006-04-09,2006,Unprovoked,Brazil,Pernambuco,Swimming activities/sports,M,35,Left leg bitten,Tiger Shark,"Diario de Pernambuco, 4/10/2006"
2006-04-03,2006,Unprovoked,Usa,Florida,Other,M,11,Minor injury to right hand & thigh,Other,CBS Broadcasting
2006-03-23,2006,Unprovoked,Usa,Hawaii,Board activities/sports,F,28,5 puncture wounds in left calf,Tiger Shark,Honolulu Advertiser
2006-03-22,2006,Unconfirmed,South Africa,Eastern Cape Province,Swimming activities/sports,M,17,"FATAL, but shark involvement prior to death unconfirmed",Other,"Cape Times, 3/24/2006, p.3"
2006-03-18,2006,Unprovoked,Fiji,Vitu Levu,Board activities/sports,M,21,Lacerations to right hand,Tiger Shark,"R.D. Weeks, GSAF; Fiji Sun, 3/19/2006"
2006-03-15,2006,Unprovoked,Australia,New South Wales,Board activities/sports,M,15,"No injury, shark nudged surfboard",Bronze Shark,"The Australian, 3/15/2006"
2006-02-27,2006,Unprovoked,Usa,Hawaii,Playing or floating in the water,F,15,Deep laceration to right calf,Other,"G.T. Kubota, Star Bulletin, 2/28/2006"
2006-02-23,2006,Unconfirmed,Usa,Hawaii,Swimming activities/sports,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Other,http://www.kesq.com
2006-02-13,2006,Unprovoked,Australia,Queensland,Other,M,18,Lacerations to foot,Other,"G. Stolz, Courier-Mail, 2/14/2006"
2006-02-12,2006,Unprovoked,Australia,Queensland,Swimming activities/sports,M,,Puncture wound on arm,Other,"G. Stolz, Courier-Mail, 2/14/2006"
2006-02-12,2006,Exogens,Australia,South Australia,Other,M,,No injury to occupants; shark nudged the 5.3 m boat,White Shark,Port Adelaide Football Club
2006-02-08,2006,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,15,2 bite marks on right calf,Other,"M. Kabeli, Dispatch Online.com; G. Brett & K. Cole, EL Museum"
2006-02-01,2006,Unprovoked,Tonga,Vava'u,Swimming activities/sports,F,24,Severe bite to right leg FATAL,Tiger Shark,D. Clem; www.matangitonga.to
2006-02-01,2006,Exogens,Usa,Hawaii,Board activities/sports,M,57,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,Other,"R. Collier, GSAF; Honolulu Advertiser, 2/1/2006"
2006-01-28,2006,Exogens,Atlantic Ocean,300 miles from Antigua,Other,M,46 & 34,No injury to occupants; shark rammed boat repeatedly,Other,"N. Bevan, icwales.icnetwork.co.uk, 1/28/2006"
2006-01-25,2006,Unprovoked,South Africa,Eastern Cape Province,Other,M,34,Right arm  bitten,Other,"Geremy Cliff, NSB"
2006-01-23,2006,Exogens,Atlantic Ocean,800 miles from land,Other,F,"28, 23 & 30","No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",Other,"Northants News, 1/25/2006"
2006-01-18,2006,Unprovoked,Usa,California,Board activities/sports,M,,"No injury, but 2 small nicks on wetsuit",Other,R. Collier
2006-01-15,2006,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,52,Lacerations to left elbow,White Shark,"T. Peake, GSAF"
2006-01-11,2006,Unconfirmed,Bahamas,Grand Bahama Island,Swimming activities/sports,M,,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",Other,"Bahama Journal, 1/13/2006"
2006-01-07,2006,Unprovoked,Australia,Queensland,Swimming activities/sports,F,21,FATAL,Bull Shark,"T. Peake, GSAF"
2006-01-04,2006,Unprovoked,Usa,Florida,Board activities/sports,M,21,3 puncture wounds in right wrist & hand,Other,"A. Neal, scripps.com"
2006-01-01,2006,Unprovoked,South Africa,Western Cape Province,Swimming activities/sports,M,49,Lacerations to little finger,Other,"J.P. Botha, GSAF"
2005-12-24,2005,Unprovoked,Usa,Oregon,Board activities/sports,M,30,Lacerations to ankle & calf,White Shark,"R. Collier, GSAF; L.A. Times, 12/25/2005"
2005-12-21,2005,Unprovoked,Usa,Hawaii,Swimming activities/sports,M,29,Left hand bitten,Tiger Shark, San Francisco Gate 2/21/2005
2005-12-20,2005,Exogens,Atlantic Ocean,600 nm west of the Canary Islands,Other,,,"No injury to occupants, shark rammed boat for 15 minutes",Other,"R.D. Weeks, GSAF; NZ Herald, 12/21/2005"
2005-12-11,2005,Unprovoked,Australia,Queensland,Other,M,44,Right forearm & elbow bitten,White Shark,"Courier-Mail, 12/12/2005"
2005-12-06,2005,Exogens,Australia,South Australia,Other,,,"No injury to occupants, hydrofoil of outboard motor bitten ",White Shark,"Melbourne Herald Sun, 12/5/2005"
2005-11-29,2005,Unprovoked,Usa,Florida,Board activities/sports,M,teen,Left foot bitten,Other,wpmi.com
2005-11-27,2005,Unprovoked,Usa,Florida,Board activities/sports,M,23,Right thumb & palm lacerated,Other,"S. Petersohn, GSAF"
2005-11-25,2005,Exogens,Australia,Victoria,Other,,,"No injury to occupant, shark bit outboard motor",White Shark,"Sunday Mail (QLD), 11/27/2005, p.30"
2005-11-25,2005,Unprovoked,Australia,Victoria,Board activities/sports,M,18,"2 lacerations on leg, each 4"" to 5"" long",Other,"Sydney Morning Herald, 11/25/2005"
2005-11-25,2005,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,26,"Cut on finger, board bitten",Other,Dispatch online
2005-11-21,2005,Unprovoked,Usa,Florida,Board activities/sports,M,30s,Left foot bitten,Other,Stuart News
2005-11-20,2005,Unprovoked,Usa,Florida,Board activities/sports,M,17,Lacerations to right thigh,Other,"S. Petersohn, GSAF"
2005-11-15,2005,Provoked,South Africa,Eastern Cape Province,Fishing activities,M,32,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,Other,J. Visser
2005-11-12,2005,Unprovoked,Usa,Florida,Board activities/sports,M,18,Puncture wounds to right foot,Other,"S. Petersohn, GSAF"
2005-11-02,2005,Unprovoked,Usa,California,Board activities/sports,M,25,"No injury, board bitten",Other,"R. Collier, GSAF"
2005-11-02,2005,Unprovoked,Usa,California,Board activities/sports,M,26,"No injury, board bumped",White Shark,"R. Collier, GSAF"
2005-10-29,2005,Unprovoked,Usa,Florida,Other,M,15,Puncture wounds to foot,Other,"Sentinel, 1-/30/2005"
2005-10-25,2005,Unprovoked,St. Maartin,Simpson Bay,Playing or floating in the water,M,55,Lower right leg lacerated,Other,"M. Levine, GSAF"
2005-10-22,2005,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,20,Right foot bitten,Other,Cape Times
2005-10-21,2005,Unprovoked,Usa,California,Board activities/sports,M,36,No injury,White Shark,"R. Collier, GSAF"
2005-10-19,2005,Unprovoked,Usa,California,Board activities/sports,F,20,Leg bitten,White Shark,"R. Collier, GSAF; Bay City Newswire"
2005-10-15,2005,Provoked,Usa,Florida,Other,M,15,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,Other,"S. Petersohn, GSAF; Florida Today, 10/16/2005 "
2005-10-13,2005,Unprovoked,Usa,Hawaii,Board activities/sports,M,22,"No injury, surfboard bitten",Tiger Shark,Hawaii Department of Land and Natural Resources
2005-10-11,2005,Unprovoked,Grand Cayman,East Wall,Swimming activities/sports,F,57,No injury ,Other,"L.A.Hughes; G. Holt, Scubaradio.com"
2005-10-06,2005,Unprovoked,Usa,Florida,Board activities/sports,M,48,Five 1-inch lacerations to left foot,Other,"S. Petersohn, GSAF"
2005-10-03,2005,Unprovoked,Bahamas,Abaco Islands,Swimming activities/sports,M,35,Lacerations to right side of face,Other,"E. Ritter, GSAF; A. Armbrister, Freeport News, 10/3/2005"
2005-10-01,2005,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,52,"No injury, shark bit ski",White Shark,"Cape Argus, Cape Times, 10/3/2005"
2005-09-24,2005,Unprovoked,Australia,South Australia,Board activities/sports,M,26,Lacerations to legs,White Shark,"T. Peake, GSAF"
2005-09-23,2005,Unprovoked,Australia,Western Australia,Board activities/sports,M,44, No injury,Bronze Shark,"T. Peake, GSAF"
2005-09-22,2005,Unconfirmed,Usa,Florida,Board activities/sports,M,,Lacerations to dorsum of left foot,Other,"A. Galabinski, Marco Island Sun Times, 9/22/2005"
2005-09-20,2005,Unprovoked,Usa,South Carolina,Board activities/sports,F,68,"Injuries to fingers, calf  & heel",Other,"C. Creswell, GSAF; K. Galliard,  Sun News, 9/21/2005"
2005-09-11,2005,Unprovoked,Usa,South Carolina,Board activities/sports,M,18,FATAL,Other,"Post & Courier, 9/12/2005"
2005-09-07,2005,Unprovoked,Australia,New South Wales,Playing or floating in the water,M,15,Left foot & ankle lacerated,Other,"Sydney Morning Herald, 9/9/2005"
2005-09-05,2005,Unprovoked,Usa,North Carolina,Other,F,18,Calf severely lacerated,Bull Shark,"Clay Creswell, GSAF"
2005-09-04,2005,Unprovoked,Australia,South Australia,Board activities/sports,M,40,Lacerations to right arm & thigh,White Shark,"C.Jenkin, Courier-Mail, 9/5/2005"
2005-09-02,2005,Unprovoked,Usa,Florida,Board activities/sports,M,62,Right foot bitten,Other,"S. Petersohn, GSAF"
2005-09-02,2005,Provoked,Thailand,,Fishing activities,M,21,FATAL PROVOKED INCIDENT,Other,"Africa online, citing the Bangkok Post"
2005-08-24,2005,Unprovoked,Australia,South Australia,Swimming activities/sports,M,23,FATAL,White Shark,"Adelaide Advertiser, 8/26/2005"
2005-08-24,2005,Unprovoked,Usa,California,Board activities/sports,M,37,Lower right leg lacerated,White Shark,"R. Collier, GSAF                "
2005-08-22,2005,Unconfirmed,Usa,South Carolina,Board activities/sports,M,17,"Laceration to knee, possibly by a  small blacktip shark",Other,"Clay Creswell, GSAF"
2005-08-21,2005,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,8,Bitten underneath left arm,Black Shark,"Clay Creswell, GSAF"
2005-08-19,2005,Unprovoked,Usa,Texas,Other,M,12,Left foot bitten,Other,"Clay Creswell, GSAF; Houston Chronicle, 8/20/2005"
2005-08-14,2005,Unconfirmed,South Africa,Western Cape Province,Other,,,Human foot recovered from the water,Other,"J. Eager, scubaradio.com; Cape Times, 8/15/2005"
2005-08-12,2005,Unprovoked,Usa,North Carolina,Board activities/sports,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,Other,"C. Creswell, GSAF"
2005-08-06,2005,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,14,Puncture wounds on left foot ,Other,"C. Creswell, GSAF"
2005-08-01,2005,Unconfirmed,Seychelles,Inner Islands,Other,M,,"FATAL, shark involvement prior to death is unconfirmed",Other,D. Rowat
2005-07-27,2005,Unprovoked,Usa,Florida,Other,F,13,Laceration on the back of left hand & toothmarks on wrist,Other,"D. Salamone, GSAF"
2005-07-23,2005,Unprovoked,Usa,Florida,Board activities/sports,M,61,"Right foot: Toes and back of foot, minor injury",Other,"D. Salamone, GSAF"
2005-07-22,2005,Unconfirmed,Usa,Florida,Board activities/sports,M,25,"Straight 2.5"" laceration on top of left ankle",Other,"D. Salamone, GSAF"
2005-07-17,2005,Unconfirmed,Liberia,,Swimming activities/sports,M,,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,Other,"R.D. Weeks, GSAF"
2005-07-17,2005,Provoked,China,Shanghai,Swimming activities/sports,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,Other,"Shanghai Star, 7/21/2005"
2005-07-15,2005,Unprovoked,Usa,North Carolina,Swimming activities/sports,M,22,Lacerations of left forearm,Other,"C. Creswell, GSAF"
2005-07-13,2005,Unprovoked,Usa,Texas,Boat activities,F,14,Left foot bitten,Other,"C. Creswell, GSAF"
2005-07-01,2005,Unprovoked,Usa,Florida,Playing or floating in the water,M,19,Ankle bitten,Other,"E. Ritter, GSAF"
2005-06-27,2005,Unprovoked,Usa,Florida,Other,M,16,"Leg severely bitten, surgically amputated",Bull Shark,"E. Ritter, GSAF"
2005-06-25,2005,Unprovoked,Usa,Florida,Board activities/sports,F,14,"FATAL, leg bitten",Bull Shark,"E. Ritter, GSAF"
2005-06-22,2005,Unprovoked,Vanuatu,Malampa Province,Swimming activities/sports,F,7,FATAL,Other,"R.D. Weeks, GSAF; New Zealand Herald, 6/23/2005"
2005-06-20,2005,Unprovoked,Mexico ,Baja California,Board activities/sports,M,,Left foot bitten,Other,http://www.signonsandiego.com/news/mexico/20050622-1621-mexico-sharkattack.html
2005-06-18,2005,Unconfirmed,Usa,Hawaii,Swimming activities/sports,M,49,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",Other,www.mauinews.com
2005-06-16,2005,Unprovoked,Usa,Florida,Swimming activities/sports,M,20,Foot bitten,Other,Local6.com
2005-06-13,2005,Unprovoked,South Korea,South Ch'ungch'ong Province,Swimming activities/sports,F,38,Knee bitten,White Shark,"Korea Times, 6/13/2005 "
2005-06-07,2005,Unprovoked,Usa,South Carolina,Board activities/sports,F,11,Foot lacerated,Other,"C. Creswell, GSAF;  N. Kenney, NewsChannel 19"
2005-06-05,2005,Unconfirmed,Usa,New Jersey,Board activities/sports,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,White Shark,"Mr. Horton; R. Collier,  R. Fernicola; M. Levine, E. Ritter, GSAF "
2005-06-04,2005,Unprovoked,South Africa,Western Cape Province,Swimming activities/sports,M,22,FATAL,White Shark,News24.com; SABC; H. Steele
2005-06-02,2005,Unprovoked,Usa,Texas,Other,M,6,Two 2-inch lacerations on right foot,Other,KRIS6 News
2005-05-28,2005,Unprovoked,Usa,Florida,Swimming activities/sports,M,33,Left foot bitten,Other,"Daytona Beach News Journal, 5/29/2005; Orlando Sentinel, 5/30/2005, p.B3"
2005-05-27,2005,Unprovoked,Usa,Florida,Other,F,,Right arm & torso bitten,Other,"D.Wilhoit, The Ledger, 5/29/ 2005"
2005-05-25,2005,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,32,Left buttock  & legs lacerated ,Other,"C. Prince, East London Daily Dispatch, 5/26/2005;  SABC News"
2005-05-15,2005,Unprovoked,Australia,Queensland,Other,M ,,Severe injury to lower leg,Black Shark,"J. Anderson, Townsville Bulletin, 5/21/2005 "
2005-05-14,2005,Exogens,Usa,Hawaii,Board activities/sports,,,"No injury, shark bit kayak",Tiger Shark,Hawaii Department of Land and Natural Resources
2005-05-03,2005,Unprovoked,Madagascar,,Other,M,,Thigh bitten,Other,"Clicanoo, 5/6/2005, 5/7/2005"
2005-05-02,2005,Exogens,Usa,South Carolina,Other,M,Teens,No injury,Other,"Gaffney Ledger, 5/2/2005"
2005-05-02,2005,Unprovoked,Usa,Hawaii,Board activities/sports,M,47,"No injury, board damaged",Tiger Shark,"T. Hurley, Honolulu Advertiser; L. Fujimoto, Maui News, 5/3/2005 "
2005-04-25,2005,Provoked,Australia,New South Wales,Other,M,25,Laceration on left thigh PROVOKED INCIDENT,Other,"Brisbane Courier Mail, 4/26/2005"
2005-04-17,2005,Unprovoked,Australia,New South Wales,Other,,,Shark-bitten surfboard found adrift,Other,"Illawarra Mercury, 4/17/2005"
2005-04-16,2005,Unprovoked,Australia,Northern Territory,Other,M,20,Minor cuts above his right eye,Other,"G. McLean, Northern Territory News; Sunday Territorian, 4/17/2005, p.6"
2005-04-16,2005,Unprovoked,Australia,New South Wales,Board activities/sports,M,40,"No injury, board bitten",Bronze Shark,The Sun; Illwarra Mercury; Yahoo News
2005-04-13,2005,Unprovoked,Usa,Florida,Other,F,70,Right lower leg bitten,Black Shark,Herald Tribune.com
2005-04-09,2005,Unconfirmed,Usa,Florida,Board activities/sports,M,52,Foot injured ,Other,"WTSP TampaBays10.com; First Coast News, April 10, 2005 "
2005-04-07,2005,Unprovoked,Usa,Texas,Board activities/sports,M,37,Left foot bitten ,Other,"G. Ferrario; J. Mendoza, Cameron County Parks; The Herald (Brownsville),  4/11/2005"
2005-04-06,2005,Unprovoked,Usa,Florida,Other,F,,Left calf injured,Other,WJXT News4Jax.com
2005-04-06,2005,Unconfirmed,Honduras,Bay Islands,Swimming activities/sports,F,,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",Other,"J. Engel, SRI & S. Fox, Deep Blue"
2005-03-28,2005,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,32,"Lacerations to right calf, puncture wounds on right foot",Other,"ITN, 3/30/2005"
2005-03-25,2005,Unprovoked,Venezuela,,Board activities/sports,M,,Right leg bitten,Other,"A. Brenneka, GSAF"
2005-03-19,2005,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,26,FATAL,White Shark,"T. Peake, GSAF"
2005-03-12,2005,Provoked,Usa,New Mexico,Swimming activities/sports,M,45,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,Tiger Shark,"H. Casman; T. Dukart, KOBTV"
